27;25/09/2018 16:32;autofaro;La matriz MEB que recientemente presentara Volkswagen será la piedra basal de los futuros modelos eléctricos de sus distintas marcas. cc @vwargentina https://t.co/IixeGa7Dwj https://t.co/awdYAtWcn6;Neutro
28;25/09/2018 16:06;FormulaAutoFM;#FelizMartes señores… ¿De qué sabor quieren su combi? #LaCombiDelDía @Volkswagen_MX @VW @VW_es @vwargentina @vwbrasil @cuartodemillamx @raton_miguelito @ArturoRiveraMTV Escúchanos sábado y domingo 104.1fm y 1500 am https://t.co/1bsGtoVKDh;Neutro
33;25/09/2018 13:29;AutomundoARG;Aquí, todo lo que tenés que saber del #NuevoVento de @vwargentina, que se comercializa en las versiones Comfortline y Highline. #Datos, #Precios #Fotos #HayVideo. Hacé click aquí: https://t.co/UZNCYcg890 https://t.co/IZKSbby8PL;Neutro
34;25/09/2018 13:29;diegodurruty;Aquí, todo lo que tenés que saber del #NuevoVento de @vwargentina, que se comercializa en las versiones Comfortline y Highline. #Datos, #Precios #Fotos #HayVideo. Hacé click aquí: https://t.co/5WvVdIZjbz https://t.co/X3icMCcBmO;Neutro
36;25/09/2018 11:30;InfoAutoAr;Lo más leído de ayer en la web de @InfoAutoAr fue: (https://t.co/uDfw7CiDrM) @vwargentina https://t.co/Wfdw6CWAo6;Neutro
40;24/09/2018 22:59;KilometrosArg;Todo sobre la nueva generación del @vwargentina #Vento que cambió su plataforma, renovó el diseño y sumó equipamiento. https://t.co/hGYqsO5R9R;Neutro
47;24/09/2018 14:44;DNDConsumidor;@SidraMamacaida @war_maurice @vwargentina @espasa @radiomitre @clarincom Hola. ¿Ya reclamaste ante @DNDConsumidor? Si no, hacelo acá → https://t.co/VI6XE5CVmb.;Neutro
48;24/09/2018 14:34;Algobiernoblog;@vwargentina Esta bien hacer eso? Cuánto es lo que verdaderamente vale? No tienen reclamos de @AFIPcomunica por ajustes de precios de transferencia?;Neutro
50;24/09/2018 13:17;horacioalonso16;"La semana pasada en Ámbito se adelantaban los planes de @vwargentina y Ford para producir una pickup ""integrada"" entre la Amarok y la Ranger en Pacheco. Hoy @Autoblogcomar avanza con el tema con más información.  https://t.co/g0VZR1KJ6m https://t.co/r23SYWoo7K https://t.co/hQwMl7s7dO";Neutro
52;26/09/2018 21:13;CableFibertel;@gonzalobenoffi @fibertel Hola. Te respondí por DM.;Neutro
53;26/09/2018 21:11;gonzalobenoffi;@CableFibertel @fibertel quiero dar de baja el debito automatico y pagar la factura de este mes con otro medio. gracias!;Neutro
59;26/09/2018 20:39;DNDConsumidor;@rodrixparedes @CableFibertel @fibertel ¡Hola! La empresa debe garantizar el servicio, reintegrarte todas las interrupciones y brindarte correcta atención. Reclamá acá → https://t.co/VI6XE5CVmb.;Neutro
60;26/09/2018 19:29;DNDConsumidor;@maggieiglesias @BAconsumidor @CableFibertel @fibertel ¡Hola! La empresa debe garantizar el servicio, reintegrarte todas las interrupciones y brindarte correcta atención. Reclamá acá → https://t.co/VI6XE5CVmb.;Neutro
61;26/09/2018 19:25;DNDConsumidor;@juangazzola @CableFibertel @fibertel ¡Hola! La empresa debe garantizar el servicio, reintegrarte todas las interrupciones y brindarte correcta atención. Reclamá acá → https://t.co/VI6XE5CVmb.;Neutro
64;26/09/2018 16:39;JULESASFUCK;@fibertel les deje una duda x dm;Neutro
66;26/09/2018 15:15;CableFibertel;@MeeeLy @fibertel Hola, seguinos y envianos por DM el DNi del titular para ayudarte, te esperamos.;Neutro
77;26/09/2018 12:26;emboole;@fibertel buen día! me acaban de llamar del ivr por falta de pago. Había ingresado con tarjeta de crédito el pago hace unos días. Podrían verificar si pasó? en todo caso me gustaría además adherirme por tarjeta de crédito a pago automático (y no;Neutro
93;25/09/2018 22:03;marioclep;Hola @fibertel les dejé un DM. Favor de responder a la brevedad. Gracias;Neutro
96;26/09/2018 21:24;CiudadanoFran;@elcorteingles @Apple ¿Hace pajillas?;Neutro
102;26/09/2018 20:56;foropoliticodig;Esto es lo que le cuesta a @Apple fabricar el #iPhoneXSMax  https://t.co/KZJtK0ucNk https://t.co/8ZJS1M6Mtu;Neutro
112;26/09/2018 20:02;OscarGarrucho;@_Raul_Avila @diana_aceves_ @MicrosoftES @Apple He actualizado a High Sierra hace un par de meses, con eso lo digo to!;Neutro
115;26/09/2018 19:58;dns_all;Me jakiaton el iPhone @japonton se ve que @Apple es una buena empresa y me envía un pdf para revisar los detalles técnicos la alerta de log in mal escrito https://t.co/jmcKkFbSAn;Neutro
119;26/09/2018 19:40;ATALLMAK;@Apple youtube cubo magnetico por Juan Atallah.;Neutro
128;26/09/2018 19:01;ViriYuridiaHS;@jaimecamil @Apple Yo lo quiero, pero más quiero que me peles ❤😘;Neutro
130;26/09/2018 18:58;yourwalterego;@elcorteingles @Apple Lo que siempre le he pedido es que tenga Android como sistema operativo https://t.co/gBdXWRSS23;Neutro
132;26/09/2018 18:45;MarMeca1;@elcorteingles @Apple Si pero las gafas de sol...😎;Neutro
134;26/09/2018 18:33;IgnacioGuolo;@damiannb @OneClickArg @Apple Yo no estoy casado con ninguno, pero en la web de apple el único q daba turno era oneclickarg yo siempre compré en iPoint y MacStation y ninguno de los dos me daba turno simil Apple store. Si hay uno más barato decimos cua;Neutro
135;26/09/2018 18:32;condorlois;@CCC_Arg @Apple Nunca me paso ... y tampoco me acuerdo las claves 🤦‍♂️;Neutro
140;26/09/2018 17:56;iVibora;@Apple Busco sugar daddy, para más información manden inbox 🔥😏;Neutro
142;26/09/2018 21:22;rolling_travel;República Dominicana 🌊 PUNTACANA🌴⠀ 🔜Próximas Salida 17 de Noviembre con @Aerolineas_AR ⠀ Viví el caribe #AloRolling⠀ #MayoristasdeTurismo #Agencias #vacaciones⠀ #naturaleza #mar #amoviajar #aventura #ocio⠀ #Turismo #Puntacana https://t.co/5sUeTZ9sbo;Neutro
143;26/09/2018 21:11;gamba1063;✈ Hoy en #HéroeDeMiércoles @Aerolineas_AR te trae un nuevo desafío: Mostrame como te estas preparando para el veranito nene!! Gimnasio💪? Salis a correr🏃‍♂? A full con la ensaladita 🥒? Prendete que @aletavarone te cuenta un agendón 🔥! Escuchame en https://t.co/GvR4wR5wol ! https://t.co/gGfeEUKukg;Neutro
148;26/09/2018 18:13;DNDConsumidor;@aldeapabloCE @Aerolineas_AR ¡Hola! Ese reclamo se realiza ante la ANAC, acá: https://t.co/44DihNqUrS.;Neutro
149;26/09/2018 18:04;CotiBalbo;@gamba1063 @AgusPedano @PassThor @MET_Medicina @Aerolineas_AR Mi TOC es que la cortina tiene que tocar las puntas del caño que la sostiene sí o sí. En el caso del black out, tiene que estar al ras del piso.. No me puedo dormir si alguna está mal (como;Neutro
151;26/09/2018 17:41;jessy_carrizo;@Aerolineas_AR hola buenas tardes tengo un cupón de descuento con club personal y quiero saber cómo ingresarlo para realizar la compra de un pasaje! Muchas gracias;Neutro
153;26/09/2018 17:20;FlorMarquez001;@gamba1063 @AgusPedano @PassThor @MET_Medicina @Aerolineas_AR Mi toc es sacarme una zapatilla siempre que me concentro jajaja re normal todo por suerte!!! Por premios Flor 521;Neutro
154;26/09/2018 17:18;respira1segundo;@gamba1063 @AgusPedano @PassThor @MET_Medicina @Aerolineas_AR mi TOC es caminar siempre del lado izquierdo de las personas, SIEMPRE. Esté donde esté 🤣🤣 participo por entradas para la obra de diego peretti! Agostina 781;Neutro
155;26/09/2018 17:17;gamba1063;Todos tienen un TOC en el placard 😂😝 Contanos el tuyo para convertirte en el #HeroeDeMiercoles de #BancameLaSiesta 🤯 @AgusPedano y @PassThor te cuentan los suyos 😲 Presentado por @MET_Medicina 🚑 y @Aerolineas_AR ✈️ https://t.co/lldS93Y0xA;Neutro
156;26/09/2018 17:16;GARY1708;@noeliamarzol @Aerolineas_AR Denunciaste?  Cobraste el seguro?;Neutro
157;26/09/2018 16:57;lucianaibaezok;@Aerolineas_AR  será posible que anoche compré dos pasajes para traer a los viejos y HOY hoy me manda personal que tengo un 25% puedo tener tanta mala suerte? https://t.co/j0poIcogBv;Neutro
160;26/09/2018 16:46;laugiuliano;@noeliamarzol @Aerolineas_AR Y tenias todo adentro o tambien te robaron???;Neutro
161;26/09/2018 16:42;Carlosalascano;@noeliamarzol @Aerolineas_AR Te tienen que dar otra......;Neutro
181;26/09/2018 14:46;pabloayb;@SirChandlerBlog se sabe el esquema actual o para enero de los a330/a340 de @Aerolineas_AR para ushuaia?;Neutro
182;26/09/2018 14:20;AlePTCarvalho;@Aerolineas_AR ¿Tengo vuelo marcado para mañana, los vuelos están confirmados o permanecen en huelga?;Neutro
183;26/09/2018 14:06;Flight_News16;De esta forma @Aerolineas_AR @flybondioficial y #AmericanAirlines dejarán de ser las únicas líneas aéreas que operen su propio servicio de rampa o por fuera de Intercargo. Recordemos que en breve iniciarán operaciones @Norwegian_ARG y @VuelaJetSMART;Neutro
186;26/09/2018 13:12;gamba1063;Hoy en el #HéroeDeMiécoles jugamos en #GeneraciónGamba con las publicidades!! hacete una publi con cosas de la vida #VivoEnUnaPublicidad 😂👏👏 Prendete a la Mañana de Gamba presentado por @TurismoCity y @Aerolineas_AR https://t.co/G6wPTerOJu;Neutro
189;26/09/2018 12:31;fiorebagatello;@Aerolineas_AR para IOS;Neutro
190;26/09/2018 12:30;fiorebagatello;@Aerolineas_AR me encantaría que ofrezcan como servicio el poder guardar el check in aquí. Hacer una captura del código me trae problemas. Gracias! https://t.co/Qw4HHpfkiW;Neutro
