timestamp,user,clasificación,topic,msj
2018-10-09 23:00:22,Totalmedios_com,Neutro,vw,Camiones @Volkswagen cumple 20 años en la @vwargentina y lo celebra con esta campaña realizada por @GeometryArg @GeometryGlobal  https://t.co/6RkH5xdSXM https://t.co/VTM7aqXVAz
2018-10-09 18:20:29,sfarias03,Neutro,vw,"@vwargentina Buenas tardes, quiero saber como puedo cambiar el seguro del auto de mi plan de ahorro, por uno en forma particular. Desde ya muchas gracias saludos"
2018-10-09 17:45:47,16valvulas,Positivo,vw,I am intuitive: Volkswagen destaca la tecnología y conectividad del T-Cross con un nuevo teaser https://t.co/8vxtfPbM0m @vwargentina @tomasamorena https://t.co/VbeQamuR5M
2018-10-09 16:30:40,Totalmedios_com,Neutro,vw,#Vaivenes la campaña realizada por @GeometryArg @GeometryGlobal para #Camiones de @vwargentina  https://t.co/6RkH5xdSXM https://t.co/hK6mZS2nqM
2018-10-09 11:25:32,horacioalonso16,Neutro,vw,"En ADEFA se viene un nuevo presidente. Por orden alfabético, le tocaba a Scania pero no, será Hernán Vázquez, CEO de @vwargentina . El recambio se hará  el 17 de octubre, justo el Día de la Lealtad para una pequeña traición (a una tradición de la entidad) https://t.co/DhLQ9ajmwp"
2018-10-09 00:12:42,AlAdadjr,Negativo,vw,"@vwargentina Por que no existe un servicio postventa y service oficial en la zona de Tartagal, pcia. de Salta?? Hay que hacer 400 km para hacer un service"
2018-10-08 23:32:29,CarinaGallinger,Negativo,vw,"@vwargentina hola. Necesito resolver un problema. El seguro de desempleo me esta pagando la cuota del auto, pero no el seguro. Desde haimovich parana me dicen q necesito unos cupones en blanco para poder pagar. Yo no tengo esos cupones y hasta la fecha no me han resuelto. Gracias"
2018-10-08 20:44:02,PeterFoxter,Negativo,vw,@vwargentina y @EscobarVW NO se hacen cargo de las garantias de los 0km. Ojo al piojo.
2018-10-08 18:53:23,estebank1961,Negativo,vw,@espasa @vwargentina x dm me dijeron 72 hs para responderme. hoy 1 semana y nada. seguiré esperando a que respindan. gracias por v/atencion.
2018-10-08 17:40:33,DossierNet,Neutro,vw,"""Vaivenes"", nueva campaña de Geometry para Camiones de Volkswagen Argentina https://t.co/vySoUGfiry @vwargentina @GeometryArg https://t.co/PaxtqIP1sK"
2018-10-08 16:43:06,magsanse1,Positivo,vw,@VW_es Una pedazo de máquina de @VW_es  @VW  @vwargentina
2018-10-08 15:13:56,Mendiccini,Neutro,vw,"@vwargentina Hola, necesito hacer una consulta. Les mando DM"
2018-10-08 14:22:20,aaaleksich,Neutro,vw,@vwargentina Como obtengo mas Info de esta promo?. Compre el nuevo vento pero en la concesionaria no tenían información
2018-10-06 18:08:13,95choper95,Negativo,vw,@vwargentina la concha de tu madre
2018-10-06 16:09:17,InfoAutoAr,Neutro,vw,#Volkswagen y #Microsoft anuncian una alianza estratégica @vwargentina - Ambas empresas colaborarán estrechamente para acelerar la transformación digital de Volkswagen. Léelo en la web de @InfoAutoAr (https://t.co/PASzvaKHco) https://t.co/harOmk4Hme
2018-10-06 16:04:51,MartinSalaMdp,Positivo,vw,"@mperezpelaez @ElReflector1 @MonitaPrensa ahí estaremos !!!! @Burgwagen @RevistaCentral1 @vwargentina @MonitaPrensa , sin dudas uno de los lanzamientos del año !!!"
2018-10-06 13:40:00,gbruno2201,Negativo,vw,"@vwargentina La mejor marca, la peor atención. No atienden nunca los teléfonos de autoahorro hasta 90 min de espera...y la pagina web hace mas de una semana que no funciona el estado de cuenta, no me permite cancelar el plan.. Después se quejan que no venden"
2018-10-06 13:38:54,gbruno2201,Negativo,vw,"@vwargentina La mejor marca, la peor atención. No atienden nunca los teléfonos de autoahorro hasta 90 min de espera...y la pagina web hace mas de una semana que no funciona el estado de cuenta, no me permite cancelar el plan.. Después se quejan que no venden"
2018-10-05 19:23:39,aapresid,Positivo,vw,Hoy socios de #Aapresid disfrutaron del test drive de la Amarok V6 Comfortline Gracias @vwargentina por dejarnos formar parte de este jornada! #ExperienciaAmarok https://t.co/gyrsIHkKYb
2018-10-05 17:41:09,ius_2014,Neutro,vw,@TiempoMotorARG @vwargentina La versión anterior no tenía caja de 7?
2018-10-05 12:54:00,anitabilbao,Negativo,vw,@vwargentina Horrible y trisitismo el mensaje de esta publicidad. #NuevoVento #VW
2018-10-05 11:55:15,CarsDriveCba,Neutro,vw,"Primer video oficial del nuevo @vwargentina T-Cross en su versión brasileña. Se presenta el 25/10 a nivel mundial, a Argentina llega en segundo semestre de 2019. https://t.co/pIp3MqzC4R"
2018-10-04 21:33:01,hoeffner,Negativo,vw,@vwargentina  Cumplan con la garantía de sus vehiculos!! Hacer los services oficiales no sirve de nada!! Siempre la dibujan y cobran mas del doble que un taller normal. El día que pasa algo se hacen los giles y siempre tienen excusas. Me pasó en Car One de Panamericana!
2018-10-04 14:02:40,ChiriRomi,Positivo,vw,"*se portó y nos trajo de vuelta a casa. Los felicito por el equipamiento y estabilidad de la Camioneta, nos trajo De Gral Acha a Merlo Bs As. Más de 700 km. Grande @vwargentina"
2018-10-04 12:58:09,AC_FACMA,Positivo,vw,@HorizonteA @juancarlosgrasa @VWAmarokArg @carolina_jalon @vwargentina Muy linda invitación!
2018-10-04 12:00:16,GPSTaller,Neutro,vw,@matiasantico de @TNAutos prueba el nuevo #sedan #VWVirtus 1.6 AT ¡ Lo disfrutamos juntos aquí ▶https://t.co/dvzHlZ5Xnq ! @volkswagen @vwargentina @gpstaller Registrate en https://t.co/giTNtX5cMS Bajá app para @Android en https://t.co/giTNtX5cMS #BuenViaje https://t.co/KG48pE6juI
2018-10-04 10:42:41,AWArgentina,Neutro,vw,Más datos sobre el T-Cross de VW @vwargentina https://t.co/BldTqkNalk
2018-10-04 03:13:47,GuidoTonelli,Neutro,vw,El @vwargentina #NuevoVento pasó por @routieretest 👇 https://t.co/QbdKbumWyZ
2018-10-03 18:06:04,GuastiniLuis,Neutro,vw,"Junto a @MaraSwan y @mofloresb visitamos la planta de @vwargentina. Además de recorrerla, intercambiamos detalles sobre prácticas de diversidad. Afortunadamente, cada vez más organizaciones promueven la inclusión laboral. ¡Gracias por recibirnos! https://t.co/FdmBhRSukc"
2018-10-03 17:14:58,autofaro,Positivo,vw,Volkswagen Argentina brinda una serie de oportunidades y beneficios a su clientela para toda su gama de productos en el mes de octubre. cc @vwargentina https://t.co/4ByHON0NcZ https://t.co/0Eq6N9Lr5f
2018-10-03 16:51:44,autofaro,Neutro,vw,Volkswagen y Microsoft acordaron una sociedad estratégica para acelerar la inserción de la automotriz germana en el mundo digital. cc @vwargentina https://t.co/F3QQRVPJkN https://t.co/fLpB7kzyt5
2018-10-03 14:29:05,gerardodagos,Negativo,vw,@vwargentina No atienden al 0810. Por mails no contestan.  Como me comunico para recibir respuesta?
2018-10-03 13:50:35,ferfrataa,Negativo,vw,Dejen de aumentar el auto hijos de puta @vwargentina
2018-10-02 18:27:16,JanuGenia,Negativo,vw,Pasan los años y cada vez odio mas a @vwargentina y la incompetencia con la que se manejan. Sumamente insatisfecha. #LoDije
2018-10-02 18:08:17,MasCreativos_sg,Negativo,vw,@vwargentina #sonunavwerguenza complices de la agencia ALRA S.A.  mentiras 24 x 7 se lavan las manos.
2018-10-02 17:48:16,RadioDelCampo,Neutro,vw,Comida con la gente de @vwargentina @VWAmarokArg en San Isidro. Charlando con @JuanGrasa  @carolina_jalon https://t.co/GWgVEEscSN
2018-10-02 16:27:02,mitreyelcampo,Neutro,vw,Amarok sigue apostando al campo con acuerdos estratégicos @VWAmarokArg @vwargentina @carolina_jalon https://t.co/Vm2PcbzxzA https://t.co/G8CPYzNYZQ
2018-10-02 12:27:05,diego_tiseira,Negativo,vw,"Sigo esperando respuesta de @vwargentina No le recomiendo a nadie que se meta en un Plan. Una vez que estás adentro, destrato total con los clientes. @DNDConsumidor"
2018-10-01 22:31:55,TiempoMotorARG,Positivo,vw,[INFORME] @vwargentina se quedó con el N°1 en ventas en el mes de septiembre ►https://t.co/fmQ0Ikv8xL https://t.co/qg9NRMBD6b
2018-10-01 21:35:05,gascampana,Negativo,vw,"@vwargentina 14:03 te envié el mensaje privado como me pediste, sigo sin respuesta.."
2018-10-01 18:59:17,benjaminsaenz,Negativo,vw,"@vwargentina les mandé DM,mail,por teléfono NO solucionan el problema y la web desactualizada. DESASTRE. Necesito una respuesta urgente HOY"
2018-10-01 16:33:14,robimpaglione,Negativo,vw,@gascampana @SebaFernandezB @vwargentina A nadie le importa un cuerno. La Pxma vez no compres esa marca de auto. Quien no tiene posventa no se le compra nada. Son unos turros
2018-10-01 12:43:19,gascampana,Negativo,vw,Tan difícil es conseguir el repuesto de un broche de cinturón de seguridad @vwargentina ? Hace una semana que me vienen dando vueltas... “nada satisfactoriamente” sería mi respuesta a la consulta sobre mi experiencia. https://t.co/IFLuacpbuw
2018-10-01 11:20:47,CarsDriveCba,Positivo,vw,Promociones: combustibles gratis y otros beneficios de @vwargentina   https://t.co/1Vw6tvWLZe
