timestamp,user,clasificación,topic,msj
2018-10-10 00:57:06,MauroRamirez789,Neutro,fibertel,@CableFibertel @fibertel  que pasa con la señal? No hay internet en todo el país o me parece a mí? 🤔
2018-10-10 00:41:58,CableFibertel,Neutro,fibertel,@PhoebeCaul @fibertel Te dejé un DM.
2018-10-10 00:30:34,PhoebeCaul,Negativo,fibertel,"@CableFibertel @fibertel Hola!! una vez más, PÉSIMA señal del servicio durante toda la tarde. Me podrán informar qué sucede? muchas gracias"
2018-10-09 23:32:44,CableFibertel,Positivo,fibertel,"@PatriciaGobbi @fibertel Te respondimos por DM, saludos."
2018-10-09 22:11:44,Jarganarasarge,Negativo,fibertel,@fibertel qué porquería el servicio de wifi ..... porqué se corta tantooo!??
2018-10-09 21:11:05,Arodriguez3_,Negativo,fibertel,@fibertel la concha de tu madre hace 2 dias estoy sin wifi
2018-10-09 18:12:59,CableFibertel,Positivo,fibertel,@asilvarossi @fibertel Te respondimos por DM.-
2018-10-09 17:37:42,asilvarossi,Positivo,fibertel,@CableFibertel @fibertel Ya fue respondido.
2018-10-09 14:55:25,BallesterRuben,Positivo,fibertel,@RuSzuchmacher @fibertel Tuve que hacer reclamo on line y ahí si me dieron bola
2018-10-09 14:36:56,agustttttina,Neutro,fibertel,@fibertel hola! Les mande un DM hace un rato con un problema que estoy teniendo
2018-10-09 14:15:18,marioclep,Neutro,fibertel,"Hola @fibertel. Les dejé un DM, favor de responder a la brevedad. Gracias."
2018-10-09 11:11:04,RuSzuchmacher,Negativo,fibertel,Uno llama a @fibertel que no funciona y no hay modo de que te atienda una persona. Hacen tiempo para que uno siga pagando un servicio deficiente.
2018-10-09 08:20:15,GuidoVignoli,Negativo,fibertel,@fibertel buenas. Desde ayer no tengo internet. Se ponen las pilas y lo solucionan? Gracias!
2018-10-09 05:39:39,NegroBordon,Negativo,fibertel,@Joaco_bustamant @fibertel Más que fibra óptica usan crayones estos hijos de puta
2018-10-09 05:38:58,Joaco_bustamant,Negativo,fibertel,"@NegroBordon @fibertel Nos dejo rengos, que se metan la fibra óptica en el ojete"
2018-10-09 05:19:41,NegroBordon,Negativo,fibertel,Ni @lacasadepapel hizo un robo tan grande como ustedes @fibertel
2018-10-09 05:18:23,NegroBordon,Negativo,fibertel,@Joaco_bustamant @fibertel él es un visionario y predijo la bronca que yo iba a tener en este momento
2018-10-09 05:12:07,canalire3,Negativo,fibertel,@fibertel la concha de tu madre
2018-10-09 05:08:44,NegroBordon,Negativo,fibertel,@fibertel si serán soretes que no dejan jugar un puto partido del fifa tranquilo que se cae todo su wifi de mierda la puta que los parió
2018-10-09 03:41:32,lautijunin,Negativo,fibertel,@fibertel mediocres hijos de puta. Que servicio patético ofrecen. Vive más caído que mis pelotas cuando los llamo al 0800. Forros
2018-10-09 03:35:07,Lucaas_Si,Negativo,fibertel,@fibertel prefiero que me operen a corazón abierto con una cuchara oxidada antes de volver a contratar su servicio. Pedazos de hijos de puta
2018-10-09 01:49:14,Fran_Arraztoa01,Negativo,fibertel,Caen 2 gotas y @fibertel ya cagó fuego
2018-10-08 22:54:39,CableFibertel,Neutro,fibertel,@LadyMishu_ @fibertel Hola Mica te respondí por DM. Saludos.
2018-10-08 22:23:25,braiian_soriia,Negativo,fibertel,Mas de un mes hace que @CableFibertel @fibertel tiene que arreglar la conexión de Internet que andaba intermitente. Ahora hace del sábado que estamos sin servicio y  no arreglan nada! #ServicioDeMierda
2018-10-08 20:11:07,CableFibertel,Neutro,fibertel,"@lulujromero @fibertel Buenas tardes, te enviamos un DM"
2018-10-08 20:04:56,Mirmeralex,Neutro,fibertel,@fibertel Buenas tardes necesito hacer una consulta por favor
2018-10-08 18:12:41,star_polin,Negativo,fibertel,@CableFibertel @fibertel como siempre me dejan colgada a la mitad de las consultas o reclamos!!!
2018-10-08 17:21:34,CableFibertel,Neutro,fibertel,"@vicky__r @fibertel Buenas tardes Vicky, mi nombre es Matias. Te pido que nos sigas y envies el DNI del titular por DM asi lo vemos."
2018-10-08 17:17:44,CaritoVelo,Negativo,fibertel,@DNDConsumidor @fibertel @CableFibertel sigo sin respuesta
2018-10-08 03:24:09,PerezaDiurna,Negativo,fibertel,"Día a día aumenta tu monopolio, día a día empeora tu servicio.  La puta madre @CableFibertel @fibertel. Den un servicio decente!!!"
2018-10-07 13:15:55,LaEclectica,Positivo,fibertel,@fibertel @CableFibertel Ya está. Gracias @CableFibertel
2018-10-06 22:43:37,Florenciaipa,Negativo,fibertel,Son un desastre @fibertel
2018-10-06 22:32:55,Lauticabj99,Negativo,fibertel,@fibertel te odio a vos y a tu servicio de mierda
2018-10-06 22:03:52,Agustinasozzi,Negativo,fibertel,Qué desastre el servicio @fibertel
2018-10-06 17:06:49,PanchoLozano4,Negativo,fibertel,La concha de tu madre @fibertel
2018-10-06 16:46:38,ImanoISuarez,Negativo,fibertel,"@miguealem @fibertel Son unos culeados, los llamas y tardan tres horas en atenderte y te hacen apretar mil botones."
2018-10-06 12:59:10,fueradesincro,Negativo,fibertel,"@CableFibertel @fibertel manga de estafadores, soretes."
2018-10-06 04:32:28,VictoriaBenito8,Negativo,fibertel,"@fibertel no me dejan terminar de ver la serie, los odio. Son el peor internet q existe 🖕"
2018-10-06 03:48:42,PatuRodriguez,Negativo,fibertel,"Me harté que ande mal wifi, HARTA! @CableFibertel @fibertel"
2018-10-06 03:41:16,saanzx,Negativo,fibertel,@fibertel sos una pija vos y tu servicio la concha de tu madre
2018-10-06 01:16:50,elRuKet,Negativo,fibertel,Para variar una noche más en la que el servicio de Internet de @fibertel no funciona..... Ya cansa esto....
2018-10-05 22:14:39,CableFibertel,Neutro,fibertel,@_subiduwu @fibertel Hola! Te invito que nos sigas y me brindes por MD el Número de Cliente o DNI del Titular para ayudarte. Saludos!
2018-10-05 18:20:50,CableFibertel,Neutro,fibertel,"@vicfabrice @fibertel Hola Vicfabrice, nos podrás enviar por dm el nro de dni de la cuenta por la que cosnultás así podemos ayudarte? Te espero!"
2018-10-05 16:48:18,CableFibertel,Neutro,fibertel,"@foucaultfortine @fibertel Hola! Seguinos y envianos un msj privado con el DNI del titular, asi nos fijamos si la cuenta sigue activa o no.   Gracias."
2018-10-05 15:44:10,CableFibertel,Neutro,fibertel,"@juangazzola @fibertel @DNDConsumidor @BAconsumidor Hola Juan, te dejé dm."
2018-10-05 15:43:49,iplanliv,Neutro,fibertel,"@AlternateRabbit @fibertel Hola, te respondimos por DM !"
2018-10-04 23:12:21,Camilaccg_,Negativo,fibertel,Puede andar más para la mierda @fibertel
2018-10-04 22:03:07,CableFibertel,Neutro,fibertel,@celiasofovich @fibertel Te respondí por DM. Saludos!
2018-10-04 20:53:46,iplanliv,Neutro,fibertel,"@AlternateRabbit @fibertel Hola, seguinos asi te respondemos por DM !"
2018-10-04 19:23:13,CableFibertel,Neutro,fibertel,@paodessaner @fibertel Hola! Te respondimos por DM.
2018-10-04 18:25:15,Scotta82,Negativo,fibertel,"Hola @fibertel estaría bueno que funciones, ya van como 3 horas sin internet"
2018-10-04 17:01:07,CableFibertel,Neutro,fibertel,"@polidelr @fibertel Hola, soy Cinthia. Te respondí por DM, seguimos por ese medio. Saludos."
2018-10-04 15:16:16,CableFibertel,Neutro,fibertel,@memanoukian @fibertel Hola Matias! Enviame por privado el numero de cliente para poder ayudarte. Te espero!
2018-10-04 15:09:32,OhJuana,Negativo,fibertel,@fibertel pésimo servicio. Hace una semana que me tienen dando vueltas con una instalación. Nadie se hace cargo.
2018-10-04 14:46:29,xsamskellington,Negativo,fibertel,"Todo el tiempo lo mismo @fibertel, tu servicio es horrible y carísimo por nada. https://t.co/vVxaWCv2LR"
2018-10-04 13:26:14,CableFibertel,Neutro,fibertel,@Sil_SdeU @fibertel Te respondí por DM!
2018-10-04 04:33:18,CableFibertel,Neutro,fibertel,"@TefiWagner @fibertel Te respondí por DM, Stefanía."
2018-10-04 04:28:13,LuuchoCasla11,Negativo,fibertel,Como me voy a quedar sin internet ahora la re concha de tu madre @fibertel
2018-10-04 04:25:01,luchiiantonelli,Negativo,fibertel,@fibertel podes andar bien la reconcha de tu madre
2018-10-04 04:22:46,LardapideI,Negativo,fibertel,"@matiguevara_ @fibertel es increíble amigo.. no pueden brindar un servicio así, es impresentable de verdad"
2018-10-04 00:41:13,CableFibertel,Neutro,fibertel,"@PerrMatt @fibertel Hola, te respondí por DM. Saludos."
2018-10-04 00:28:37,andreaplibres,Negativo,fibertel,Sres @fibertel sin servicio desde ayer
2018-10-04 00:24:28,CableFibertel,Neutro,fibertel,"@die_cuervo @fibertel Te respondí por DM, Diego."
2018-10-04 00:09:02,Agos_Terraza,Negativo,fibertel,@fibertel no me anda internet¡!!!!!!!!!
2018-10-03 22:51:53,CableFibertel,Neutro,fibertel,@mariafeduelo @fibertel Buenas tardes por favor seguí la cuenta y envianos por DM el DNI del titular para poder ayudarte. Te esperamos.
2018-10-03 22:44:57,MMoussegne,Negativo,fibertel,"@fibertel buenas tardes, el día de ayer estuve prácticamente todo el día sin internet, soy d Ramos Mejía, les paso mi número de cliente?"
2018-10-03 16:55:40,ortizrm,Positivo,fibertel,@DNDConsumidor @fibertel Gracias!!
