2018-10-11 16:05:26,kvivi24,"@Polita9999 @adrianratam @Aerolineas_AR Es hernoso, tambien andaba con ganas de volver porque siempre cambia el paisaje, asi que volveré 😀",Positivo
2018-10-11 16:03:58,Polita9999,"@kvivi24 @adrianratam @Aerolineas_AR 👏🏻👏🏻👏🏻 Cataratas que lindo destino, fuí dos veces y volvería mil veces más",Positivo
2018-10-11 16:03:11,kvivi24,"@adrianratam @Aerolineas_AR Espectacular, tenia pasajes saliendo desde foz, estaba esperando algo bueno, con lo que me ahorro me hice de yapa 2 dias en las cataratas antes de partir, eapectacular 💪💪💪",Positivo
2018-10-11 16:00:23,adrianratam,@kvivi24 @Aerolineas_AR Vaamooooosss Vivi!!!!,Positivo
2018-10-11 15:48:13,EnTurBA,"En las oficinas de @Aerolineas_AR en #Asunción, capacitamos a operadores y agentes de viaje de #Paraguay sobre las novedades de la oferta turística de #BuenosAires. 🇦🇷✈️🇵🇾 https://t.co/rSPq6mLIvh",Neutro
2018-10-11 15:44:41,javo4007,@Aerolineas_AR Verso,Negativo
2018-10-11 15:21:55,MTerzzoli,En el Aeropuerto Malvinas Argentinas #Ushuaia esperando para volar a Bs As. @Aerolineas_AR  #findeXXL https://t.co/qnufGlmx7S,Neutro
2018-10-11 15:10:41,LolaRuiz64,@alebresky @Aerolineas_AR @mauriciomacri 💪👏👏👏👏👏💙VAYAMOS ARGENTIDA CARAJO💪💙💙💙,Positivo
2018-10-11 15:06:40,GustiAcrent,"Seria bueno que los pelotudos de @Aerolineas_AR carguen la info correcta. Ayer publicaron que el cambio para pasajes de hoy era 38.00 y asi sigue figurando en la web de agencias , mientras los sistemas estan cotizando a 38.10. Sigan rompiendo los huevos. https://t.co/NP0yzOMBYJ",Negativo
2018-10-11 13:36:15,Hostnewsred,"El fin de semana largo, Aerolíneas Argentinas transportará 9% más pasajeros https://t.co/05tid1q2tJ #findesemana #aerolíneas #Argentina #AerolíneasArgentinas #transporte #pasajeros @Aerolineas_AR",Positivo
2018-10-11 12:57:14,dbiztoday,Aerolíneas se prepara para el finde largo. @Aerolineas_AR https://t.co/6h61d2L8fC #AerolíneasArgentinas,Positivo
2018-10-11 12:40:09,MLaura_Lastres,"Se puede ser ineficiente? si, se puede! @almundo_ar @Aerolineas_AR me patean de teléfono en teléfono, me han llegado a decir que tengo que pagar por el asiento ... que la culpa es de la agencia que bloquea el checkin y mucho más. Mientras tanto sigo esperando una solución",Negativo
2018-10-11 12:35:46,Flight_News16,@Aerolineas_AR TRANSPORTARÁ UN 9% MÁS DE PASAJEROS QUE EL AÑO PASADO DURANTE ESTE FIN DE SEMANA LARGO https://t.co/g6bRwOUPK2 https://t.co/lzyUMp9Ggj,Positivo
2018-10-11 12:20:30,marceloacasazza,@_DarioGallardo @AndresGabrielli necesitamos vuelos a nqn de otra aerolínea. Por qué somos cautivos de @Aerolineas_AR qué es carísimo,Negativo
2018-10-11 11:47:02,leiris182,"Cuando necesito sacar pasajes, nunca puedo ingresar a las web de @Aerolineas_AR Nunca se me termina de cargar el buscador 😩",Negativo
2018-10-11 11:37:41,yesicak,y por lo mal que me trataron en mostrador y en atencion al cliente ante mi reclamo @Aerolineas_AR,Negativo
2018-10-11 11:37:16,yesicak,"@DNDConsumidor quiero hacer el reclamo del reintegro de que la pagina ""no funcionaba"" y NADIE ME QUISO DAR UNA SOLUCION Y/O ALTERNATIVA @Aerolineas_AR @MindeTransporte",Negativo
2018-10-11 10:18:56,Maruuuu68276740,"@Aerolineas_AR Es una mentira, averigüe para Santiago, sale $8000🙄🙄🙄",Negativo
